ID	Changed	Total_AP	Changes	Original	Generated
BASIC5000_4196	7	7	]@1(se]ka)→]@3(eka]i) | ]@1(ka]ku)→]@5(uchi]ni) | ]@9(teo]ri)→]@8(clte]or) | 平板→]@4(Nta]Nn) | ]@2(ori]mo)→]@6(ono]o) | ]@0(o]ru)→]@2(oru]sa) | 平板→]@10(tei]ru)	^-s-e-]-k-a-i-#-k-a-]-k-u-ch-i-n-i-#-h-i-[-r-o-m-a-cl-t-e-o-]-r-i-_-k-a-[-N-t-a-N-n-a-#-o-[-r-i-]-m-o-n-o-o-#-o-]-r-u-s-a-i-n-i-#-ts-u-[-k-a-w-a-r-e-t-e-i-r-u-$	^-s-e-[-k-a-]-i-#-k-a-[-k-u-ch-i-]-n-i-#-h-i-[-r-o-m-a-cl-t-e-]-o-r-i-_-k-a-[-N-t-a-]-N-n-a-#-o-[-r-i-m-o-n-o-]-o-#-o-[-r-u-]-s-a-i-n-i-#-ts-u-[-k-a-w-a-r-e-t-e-i-]-r-u-$
BASIC5000_4197	7	8	]@1(ba]do)→]@3(ado]wa) | ]@1(ga]iu)→]@3(aiu]su) | ]@0(i]no)→]@4(ochi]to) | 平板→]@4(oka]Nn) | 平板→]@3(aga]mu) | ]@7(oke]ru)=同じ | 平板→]@4(eya]ku) | 平板→]@3(awa]su)	^-b-a-]-d-o-w-a-_-g-a-]-i-u-s-u-t-o-#-i-]-n-o-ch-i-t-o-#-k-o-[-o-k-a-N-n-i-_-n-a-[-g-a-m-u-sh-i-o-#-sh-i-[-r-i-z-o-k-e-]-r-u-#-k-e-[-e-y-a-k-u-o-#-k-a-[-w-a-s-u-$	^-b-a-[-d-o-]-w-a-_-g-a-[-i-u-]-s-u-t-o-#-i-[-n-o-ch-i-]-t-o-#-k-o-[-o-k-a-]-N-n-i-_-n-a-[-g-a-]-m-u-sh-i-o-#-sh-i-[-r-i-z-o-k-e-]-r-u-#-k-e-[-e-y-a-]-k-u-o-#-k-a-[-w-a-]-s-u-$
BASIC5000_4198	11	11	]@0(o]ok)→]@3(oku]no) | ]@7(Nho]oh)→]@10(oho]og) | 平板→]@7(eki]na) | ]@1(te]gu)→]@3(egu]chi) | ]@0(a]ru)→]@2(aru]no) | ]@7(ara]zu)→]@5(awa]ra) | ]@0(o]ok)→]@3(oku]no) | ]@4(Nse]Nsh)→]@7(Nsha]ga) | 平板→]@2(iru]te) | 平板→]@4(umo]ku) | 平板→]@5(isu]ru)	^-o-]-o-k-u-n-o-#-k-a-[-N-s-e-N-h-o-]-o-h-o-o-g-a-#-sh-o-[-h-o-t-e-k-i-n-a-#-t-e-]-g-u-ch-i-d-e-#-a-]-r-u-n-o-n-i-#-k-a-[-k-a-w-a-r-a-]-z-u-_-o-]-o-k-u-n-o-#-k-a-[-N-s-e-]-N-sh-a-g-a-#-i-[-r-u-t-e-N-w-a-#-ch-u-[-u-m-o-k-u-n-i-#-a-[-t-a-i-s-u-r-u-$	^-o-[-o-k-u-]-n-o-#-k-a-[-N-s-e-N-h-o-o-h-o-]-o-g-a-#-sh-o-[-h-o-t-e-k-i-]-n-a-#-t-e-[-g-u-]-ch-i-d-e-#-a-[-r-u-]-n-o-n-i-#-k-a-[-k-a-w-a-]-r-a-z-u-_-o-[-o-k-u-]-n-o-#-k-a-[-N-s-e-N-sh-a-]-g-a-#-i-[-r-u-]-t-e-N-w-a-#-ch-u-[-u-m-o-]-k-u-n-i-#-a-[-t-a-i-s-u-]-r-u-$
BASIC5000_4199	7	11	平板=同じ | 平板→]@2(aku]se) | ]@3(uka]u)=同じ | ]@4(clto]mo)=同じ | 平板→]@4(uyo]on) | 平板→]@8(oshi]te) | 平板→]@4(tai]se) | 平板→]@3(Nke]eo) | ]@6(are]ru)→]@8(eru]to) | 平板=同じ | ]@5(gaa]ru)→]@4(Nga]ar)	^-m-a-[-t-a-_-a-[-k-u-s-e-s-a-o-#-ts-u-[-k-a-]-u-#-m-o-[-cl-t-o-]-m-o-#-j-u-[-u-y-o-o-n-a-#-r-i-[-y-u-u-t-o-sh-i-t-e-_-t-a-[-t-a-i-s-e-e-n-o-#-o-[-N-k-e-e-o-#-u-[-k-e-r-a-r-e-]-r-u-t-o-#-y-u-[-u-#-t-e-[-N-g-a-a-]-r-u-$	^-m-a-[-t-a-_-a-[-k-u-]-s-e-s-a-o-#-ts-u-[-k-a-]-u-#-m-o-[-cl-t-o-]-m-o-#-j-u-[-u-y-o-]-o-n-a-#-r-i-[-y-u-u-t-o-sh-i-]-t-e-_-t-a-[-t-a-i-]-s-e-e-n-o-#-o-[-N-k-e-]-e-o-#-u-[-k-e-r-a-r-e-r-u-]-t-o-#-y-u-[-u-#-t-e-[-N-g-a-]-a-r-u-$
BASIC5000_4200	7	11	]@2(sai]go)→]@4(igo]wa) | ]@1(ya]ma)→]@3(ama]in) | ]@2(tao]re)=同じ | 平板→]@7(Nka]ra) | 平板→]@6(are]ta) | ]@1(su]is)→]@4(ise]Nn) | ]@3(ana]o)=同じ | 平板=同じ | ]@4(oshi]sa)→]@2(ito]shi) | ]@9(ena]ga)→]@7(are]na) | 平板=同じ	^-s-a-[-i-]-g-o-w-a-#-y-a-]-m-a-i-n-i-#-t-a-[-o-]-r-e-_-t-o-[-b-a-i-N-k-a-r-a-#-o-[-k-u-r-a-r-e-t-a-#-s-u-]-i-s-e-N-n-o-#-h-a-[-n-a-]-o-#-d-a-[-k-i-_-i-[-t-o-sh-i-]-s-a-n-i-#-ts-u-[-ts-u-m-a-r-e-n-a-]-g-a-r-a-#-i-[-k-u-$	^-s-a-[-i-g-o-]-w-a-#-y-a-[-m-a-]-i-n-i-#-t-a-[-o-]-r-e-_-t-o-[-b-a-i-N-k-a-]-r-a-#-o-[-k-u-r-a-r-e-]-t-a-#-s-u-[-i-s-e-]-N-n-o-#-h-a-[-n-a-]-o-#-d-a-[-k-i-_-i-[-t-o-]-sh-i-s-a-n-i-#-ts-u-[-ts-u-m-a-r-e-]-n-a-g-a-r-a-#-i-[-k-u-$
BASIC5000_4201	7	11	]@0(i]ma)=同じ | 平板→]@3(aku]se) | ]@1(me]Nk)→]@4(Nka]ra) | ]@1(ie]ba)=同じ | ]@1(kyo]oi)→]@3(ooi]ni) | ]@4(chii]ku)→]@6(iku]sa) | ]@3(kio]ig)=同じ | ]@0(a]ri)=同じ | ]@1(wa]ga)→]@3(aga]ho) | 平板→]@3(oja]ku) | ]@8(nia]ru)→]@7(ini]ar)	^-i-]-m-a-_-s-a-[-k-u-s-e-N-n-o-#-m-e-]-N-k-a-r-a-#-i-[-e-]-b-a-_-ky-o-]-o-i-n-i-#-k-a-[-ch-i-i-]-k-u-s-a-n-o-#-i-[-k-i-o-]-i-g-a-#-a-]-r-i-_-w-a-]-g-a-h-o-o-w-a-#-ky-o-[-j-a-k-u-n-o-#-j-i-[-cl-t-a-i-n-i-a-]-r-u-$	^-i-]-m-a-_-s-a-[-k-u-]-s-e-N-n-o-#-m-e-[-N-k-a-]-r-a-#-i-[-e-]-b-a-_-ky-o-[-o-i-]-n-i-#-k-a-[-ch-i-i-k-u-]-s-a-n-o-#-i-[-k-i-o-]-i-g-a-#-a-]-r-i-_-w-a-[-g-a-]-h-o-o-w-a-#-ky-o-[-j-a-]-k-u-n-o-#-j-i-[-cl-t-a-i-n-i-]-a-r-u-$
BASIC5000_4202	5	7	平板→]@3(oshi]te) | ]@8(ito]tsu)→]@4(clta]hi) | ]@3(ese]ba)=同じ | ]@1(se]ka)→]@4(kai]wa) | 平板→]@5(obi]o) | ]@7(are]ru)=同じ | ]@6(oto]mo)→]@4(uko]to)	^-s-o-[-sh-i-t-e-_-t-a-[-cl-t-a-h-i-t-o-]-ts-u-o-#-k-e-[-s-e-]-b-a-_-s-e-]-k-a-i-w-a-#-h-o-[-r-o-b-i-o-#-m-a-[-n-u-g-a-r-e-]-r-u-t-o-#-y-u-[-u-k-o-t-o-]-m-o-$	^-s-o-[-sh-i-]-t-e-_-t-a-[-cl-t-a-]-h-i-t-o-ts-u-o-#-k-e-[-s-e-]-b-a-_-s-e-[-k-a-i-]-w-a-#-h-o-[-r-o-b-i-]-o-#-m-a-[-n-u-g-a-r-e-]-r-u-t-o-#-y-u-[-u-k-o-]-t-o-m-o-$
BASIC5000_4203	7	7	]@4(oso]of)→]@7(ofa]N) | ]@1(no]mi)→]@5(ide]wa) | ]@8(eki]na)→]@11(nai]ho) | ]@4(eko]mu)→]@2(hie]ko) | 平板→]@3(aai]wa) | ]@8(ushi]it)→]@11(ito]na) | 平板→]@4(iyo]os)	^-b-o-[-o-s-o-]-o-f-a-N-#-n-o-]-m-i-d-e-w-a-#-t-a-[-i-o-o-d-e-k-i-]-n-a-i-h-o-d-o-#-h-i-[-e-k-o-]-m-u-#-b-a-[-a-i-w-a-_-b-i-[-n-i-i-r-u-sh-i-]-i-t-o-n-a-d-o-o-#-h-e-[-i-y-o-o-s-u-r-u-$	^-b-o-[-o-s-o-o-f-a-]-N-#-n-o-[-m-i-d-e-]-w-a-#-t-a-[-i-o-o-d-e-k-i-n-a-i-]-h-o-d-o-#-h-i-[-e-]-k-o-m-u-#-b-a-[-a-i-]-w-a-_-b-i-[-n-i-i-r-u-sh-i-i-t-o-]-n-a-d-o-o-#-h-e-[-i-y-o-]-o-s-u-r-u-$
BASIC5000_4204	10	12	平板=同じ | ]@3(oro]i)=同じ | ]@5(oro]no)→]@3(oko]ro) | 平板→]@3(uki]ma) | ]@5(uka]shi)→]@7(ashi]ta) | ]@3(amu]ur)→]@6(uru]wa) | ]@1(ka]re)→]@3(are]o) | 平板→]@9(aku]mi) | 平板→]@3(iyo]osh) | 平板→]@2(ichi]re) | 平板→]@3(Nbo]on) | ]@5(iko]Nd)→]@3(aki]ko)	^-s-o-[-n-o-#-m-o-[-r-o-]-i-#-k-o-[-k-o-r-o-]-n-o-#-s-u-[-k-i-m-a-o-#-m-i-[-s-u-k-a-]-sh-i-t-a-#-z-a-[-m-u-]-u-r-u-w-a-_-k-a-]-r-e-o-#-k-o-[-t-o-b-a-d-a-k-u-m-i-n-i-#-r-i-[-y-o-o-sh-i-_-i-[-ch-i-r-e-N-n-o-#-i-[-N-b-o-o-n-i-#-m-a-[-k-i-k-o-]-N-d-a-$	^-s-o-[-n-o-#-m-o-[-r-o-]-i-#-k-o-[-k-o-]-r-o-n-o-#-s-u-[-k-i-]-m-a-o-#-m-i-[-s-u-k-a-sh-i-]-t-a-#-z-a-[-m-u-u-r-u-]-w-a-_-k-a-[-r-e-]-o-#-k-o-[-t-o-b-a-d-a-k-u-]-m-i-n-i-#-r-i-[-y-o-]-o-sh-i-_-i-[-ch-i-]-r-e-N-n-o-#-i-[-N-b-o-]-o-n-i-#-m-a-[-k-i-]-k-o-N-d-a-$
BASIC5000_4205	14	15	]@1(ko]oj)→]@2(koo]ji) | ]@7(oki]ju)=同じ | ]@1(ke]cls)→]@4(clsa]N) | 平板→]@5(atsu]ni) | ]@6(ishi]Nch)→]@11(oku]no) | ]@1(te]ed)→]@4(edo]o) | ]@5(umo]ri)→]@3(itsu]mo) | 平板→]@3(eki]se) | ]@10(eki]ri)→]@18(iyo]clt) | ]@6(ishu]ue)→]@8(uue]ki) | ]@2(ichi]bu)→]@4(ibu]o) | ]@1(to]ok)→]@2(too]ki) | ]@13(Nsho]ni)→]@3(oNe]ki) | 平板→]@7(osu]ru) | ]@8(dea]ru)→]@7(ode]ar)	^-k-o-]-o-j-i-#-sh-i-[-N-k-o-o-k-i-]-j-u-N-w-a-_-k-e-]-cl-s-a-N-#-k-i-[-m-a-ts-u-n-i-#-k-o-[-o-j-i-sh-i-]-N-ch-o-k-u-n-o-#-t-e-]-e-d-o-o-#-m-i-[-ts-u-m-o-]-r-i-_-t-e-[-k-i-s-e-e-n-a-#-k-o-[-o-j-i-sh-u-u-e-k-i-]-r-i-ts-u-n-i-y-o-cl-t-e-_-k-o-[-o-j-i-sh-u-]-u-e-k-i-n-o-#-i-[-ch-i-]-b-u-o-_-t-o-]-o-k-i-#-s-o-[-N-e-k-i-k-e-e-s-a-N-sh-o-]-n-i-#-k-e-[-e-j-o-o-s-u-r-u-#-h-o-[-o-h-o-o-d-e-a-]-r-u-$	^-k-o-[-o-]-j-i-#-sh-i-[-N-k-o-o-k-i-]-j-u-N-w-a-_-k-e-cl-s-a-]-N-#-k-i-[-m-a-ts-u-]-n-i-#-k-o-[-o-j-i-sh-i-N-ch-o-k-u-]-n-o-#-t-e-[-e-d-o-]-o-#-m-i-[-ts-u-]-m-o-r-i-_-t-e-[-k-i-]-s-e-e-n-a-#-k-o-[-o-j-i-sh-u-u-e-k-i-r-i-ts-u-n-i-y-o-]-cl-t-e-_-k-o-[-o-j-i-sh-u-u-e-]-k-i-n-o-#-i-[-ch-i-b-u-]-o-_-t-o-[-o-]-k-i-#-s-o-[-N-e-]-k-i-k-e-e-s-a-N-sh-o-n-i-#-k-e-[-e-j-o-o-s-u-]-r-u-#-h-o-[-o-h-o-o-d-e-]-a-r-u-$
BASIC5000_4206	9	10	]@1(do]no)→]@3(ono]yo) | 平板→]@3(ega]o) | ]@10(ure]ba)→]@8(usu]re) | ]@1(hi]clt)→]@4(clto]su) | ]@4(ana]uk)→]@2(ura]na) | ]@3(eki]ru)→]@5(iru]no) | ]@1(ku]ro)→]@7(aka]ra) | ]@1(yo]ku)=同じ | ]@1(ta]yo)→]@3(ayo]ri) | 平板→]@6(tei]ru)	^-d-o-]-n-o-y-o-o-n-a-#-e-[-e-g-a-o-#-s-e-[-e-s-a-k-u-s-u-r-e-]-b-a-#-h-i-]-cl-t-o-s-u-r-u-k-a-o-#-u-[-r-a-n-a-]-u-k-o-t-o-g-a-#-d-e-[-k-i-]-r-u-n-o-d-e-_-k-u-]-r-o-d-a-k-a-r-a-#-y-o-]-k-u-#-t-a-]-y-o-r-i-n-i-#-s-a-[-r-e-t-e-i-r-u-$	^-d-o-[-n-o-]-y-o-o-n-a-#-e-[-e-g-a-]-o-#-s-e-[-e-s-a-k-u-s-u-]-r-e-b-a-#-h-i-[-cl-t-o-]-s-u-r-u-k-a-o-#-u-[-r-a-]-n-a-u-k-o-t-o-g-a-#-d-e-[-k-i-r-u-]-n-o-d-e-_-k-u-[-r-o-d-a-k-a-]-r-a-#-y-o-]-k-u-#-t-a-[-y-o-]-r-i-n-i-#-s-a-[-r-e-t-e-i-]-r-u-$
BASIC5000_4207	16	18	平板=同じ | ]@1(se]ka)→]@3(eka]id) | ]@1(se]ka)→]@3(eka]id) | 平板→]@2(sai]sho) | ]@6(iki]ka)→]@4(oki]ki) | ]@1(no]mi)→]@3(omi]de) | 平板→]@4(oko]os) | 平板→]@4(oko]ok) | 平板→]@5(ume]esh) | ]@8(uka]ig)→]@6(Nsu]ka) | 平板=同じ | 平板→]@4(oko]ok) | 平板→]@7(ushi]ta) | ]@1(ju]Nk)→]@4(Nka]ra) | ]@1(ka]clk)→]@6(oku]no) | 平板→]@4(Nka]No) | 平板→]@7(oju]Nn) | 平板→]@3(ara]be)	^-k-o-[-n-o-#-s-e-]-k-a-i-d-e-w-a-_-s-e-]-k-a-i-d-e-#-s-a-[-i-sh-o-n-i-#-j-o-[-o-k-i-k-i-]-k-a-N-#-n-o-]-m-i-d-e-#-k-o-[-o-k-o-o-s-u-r-u-_-s-o-[-o-k-o-o-k-a-N-o-#-h-a-[-ts-u-m-e-e-sh-i-t-a-#-f-u-[-r-a-N-s-u-k-a-]-i-g-u-N-k-a-r-a-#-j-u-[-N-n-i-_-s-o-[-o-k-o-o-k-a-N-o-#-d-o-[-o-ny-u-u-sh-i-t-a-#-j-u-]-N-k-a-r-a-_-k-a-]-cl-k-o-k-u-n-o-#-s-e-[-N-k-a-N-o-_-sh-u-[-N-k-o-o-j-u-N-n-i-#-n-a-[-r-a-b-e-r-u-$	^-k-o-[-n-o-#-s-e-[-k-a-]-i-d-e-w-a-_-s-e-[-k-a-]-i-d-e-#-s-a-[-i-]-sh-o-n-i-#-j-o-[-o-k-i-]-k-i-k-a-N-#-n-o-[-m-i-]-d-e-#-k-o-[-o-k-o-]-o-s-u-r-u-_-s-o-[-o-k-o-]-o-k-a-N-o-#-h-a-[-ts-u-m-e-]-e-sh-i-t-a-#-f-u-[-r-a-N-s-u-]-k-a-i-g-u-N-k-a-r-a-#-j-u-[-N-n-i-_-s-o-[-o-k-o-]-o-k-a-N-o-#-d-o-[-o-ny-u-u-sh-i-]-t-a-#-j-u-[-N-k-a-]-r-a-_-k-a-[-cl-k-o-k-u-]-n-o-#-s-e-[-N-k-a-]-N-o-_-sh-u-[-N-k-o-o-j-u-]-N-n-i-#-n-a-[-r-a-]-b-e-r-u-$
BASIC5000_4208	4	4	]@1(shi]se)→]@5(etsu]wa) | ]@9(ase]ey)→]@7(aga]se) | ]@6(uka]Nr)→]@3(oyu]uk) | 平板→]@4(tei]ru)	^-sh-i-]-s-e-ts-u-w-a-_-w-a-[-k-u-n-a-g-a-s-e-]-e-y-a-k-u-g-a-#-sh-o-[-y-u-u-k-a-]-N-r-i-#-sh-i-[-t-e-i-r-u-$	^-sh-i-[-s-e-ts-u-]-w-a-_-w-a-[-k-u-n-a-g-a-]-s-e-e-y-a-k-u-g-a-#-sh-o-[-y-u-]-u-k-a-N-r-i-#-sh-i-[-t-e-i-]-r-u-$
BASIC5000_4209	9	11	]@9(uha]us)=同じ | ]@7(Nse]clt)→]@4(oki]Ns) | 平板→]@3(oda]i) | 平板→]@3(ura]su) | ]@8(oka]zu)→]@4(atsu]no) | 平板→]@7(esu]ru) | ]@3(eza]iN)=同じ | ]@1(ko]re)→]@3(ore]ba) | ]@1(ko]ru)→]@3(oru]ho) | 平板→]@3(aka]ku) | ]@1(ta]ka)→]@3(aka]ku)	^-k-a-[-s-u-t-a-m-u-h-a-]-u-s-u-n-o-#-ry-o-[-o-k-i-N-s-e-]-cl-t-e-e-w-a-_-d-o-[-d-a-i-_-p-u-[-r-a-s-u-_-p-a-[-a-ts-u-n-o-k-a-]-z-u-d-e-#-k-e-[-cl-t-e-e-s-u-r-u-t-a-m-e-_-d-e-[-z-a-]-i-N-n-i-#-k-o-]-r-e-b-a-#-k-o-]-r-u-h-o-d-o-_-k-a-[-k-a-k-u-w-a-#-t-a-]-k-a-k-u-n-a-r-u-$	^-k-a-[-s-u-t-a-m-u-h-a-]-u-s-u-n-o-#-ry-o-[-o-k-i-]-N-s-e-cl-t-e-e-w-a-_-d-o-[-d-a-]-i-_-p-u-[-r-a-]-s-u-_-p-a-[-a-ts-u-]-n-o-k-a-z-u-d-e-#-k-e-[-cl-t-e-e-s-u-]-r-u-t-a-m-e-_-d-e-[-z-a-]-i-N-n-i-#-k-o-[-r-e-]-b-a-#-k-o-[-r-u-]-h-o-d-o-_-k-a-[-k-a-]-k-u-w-a-#-t-a-[-k-a-]-k-u-n-a-r-u-$
BASIC5000_4210	3	5	平板→]@3(ono]go) | ]@1(gya]ra)→]@5(ari]in) | ]@3(aza]ru)→]@9(oto]ga) | ]@1(ta]ta)=同じ | ]@0(a]ru)=同じ	^-s-o-[-n-o-g-o-m-o-#-gy-a-]-r-a-r-i-i-n-i-#-m-a-[-z-a-]-r-u-k-o-t-o-g-a-#-t-a-]-t-a-#-a-]-r-u-$	^-s-o-[-n-o-]-g-o-m-o-#-gy-a-[-r-a-r-i-]-i-n-i-#-m-a-[-z-a-r-u-k-o-t-o-]-g-a-#-t-a-]-t-a-#-a-]-r-u-$
BASIC5000_4211	8	11	]@7(Nde]wa)→]@4(iga]Nd) | 平板→]@4(Nso]oo) | ]@3(oso]ni)=同じ | 平板→]@3(oka]no) | ]@4(eji]ha)=同じ | ]@5(ade]ru)→]@3(ana]de) | ]@1(gi]ta)→]@3(ita]an) | ]@2(awa]se)=同じ | ]@5(omu]su)→]@9(uko]ga) | ]@1(da]Ns)→]@4(Nsu]o) | 平板→]@2(odo]ru)	^-k-a-[-i-g-a-N-d-e-]-w-a-#-k-e-[-N-s-o-o-o-#-y-o-[-s-o-]-n-i-_-h-o-[-k-a-n-o-#-s-e-[-e-j-i-]-h-a-N-n-o-#-k-a-[-n-a-d-e-]-r-u-#-g-i-]-t-a-a-n-i-#-a-[-w-a-]-s-e-_-m-a-[-g-o-m-u-]-s-u-k-o-g-a-#-d-a-]-N-s-u-o-#-o-[-d-o-r-u-$	^-k-a-[-i-g-a-]-N-d-e-w-a-#-k-e-[-N-s-o-]-o-o-#-y-o-[-s-o-]-n-i-_-h-o-[-k-a-]-n-o-#-s-e-[-e-j-i-]-h-a-N-n-o-#-k-a-[-n-a-]-d-e-r-u-#-g-i-[-t-a-]-a-n-i-#-a-[-w-a-]-s-e-_-m-a-[-g-o-m-u-s-u-k-o-]-g-a-#-d-a-[-N-s-u-]-o-#-o-[-d-o-]-r-u-$
BASIC5000_4212	10	11	]@4(Nji]ke)→]@6(ike]Ng) | ]@0(a]ru)→]@4(uta]me) | ]@0(i]bu)→]@2(ibu]wa) | ]@1(ke]Nry)→]@4(Nryo]ku) | ]@1(tsu]yo)→]@3(uyo]ku) | ]@2(ibu]ji)→]@6(iro]ow) | 平板→]@3(oka]no) | ]@8(oyo]ri)→]@3(oji]ro) | 平板→]@3(ura]ig) | ]@3(ito]tsu)→]@5(otsu]ue) | ]@7(Nhi]Nj)=同じ	^-j-i-[-N-j-i-]-k-e-N-g-a-#-a-]-r-u-t-a-m-e-_-i-]-b-u-w-a-#-k-e-]-N-ry-o-k-u-g-a-#-ts-u-]-y-o-k-u-_-i-[-b-u-]-j-i-r-o-o-w-a-#-h-o-[-k-a-n-o-#-g-o-[-j-i-r-o-o-y-o-]-r-i-_-k-u-[-r-a-i-g-a-#-h-i-[-t-o-]-ts-u-u-e-n-o-_-sh-o-[-o-y-o-N-h-i-]-N-j-o-o-$	^-j-i-[-N-j-i-k-e-]-N-g-a-#-a-[-r-u-t-a-]-m-e-_-i-[-b-u-]-w-a-#-k-e-[-N-ry-o-]-k-u-g-a-#-ts-u-[-y-o-]-k-u-_-i-[-b-u-j-i-r-o-]-o-w-a-#-h-o-[-k-a-]-n-o-#-g-o-[-j-i-]-r-o-o-y-o-r-i-_-k-u-[-r-a-]-i-g-a-#-h-i-[-t-o-ts-u-]-u-e-n-o-_-sh-o-[-o-y-o-N-h-i-]-N-j-o-o-$
BASIC5000_4213	8	8	]@3(onyu]ur)→]@7(rui]na) | 平板→]@3(aku]ni) | 平板→]@5(ime]no) | 平板→]@5(bai]wa) | 平板→]@7(ute]ki) | ]@3(uru]ya)→]@7(aka]de) | 平板→]@4(uba]Nn) | 平板→]@4(uko]ok)	^-h-o-[-ny-u-]-u-r-u-i-n-a-d-o-d-e-w-a-_-gy-a-[-k-u-n-i-#-h-a-[-j-i-m-e-n-o-#-k-o-[-o-b-a-i-w-a-#-h-i-[-k-a-k-u-t-e-k-i-#-y-u-[-r-u-]-y-a-k-a-d-e-_-sh-u-[-u-b-a-N-n-i-#-ky-u-[-u-k-o-o-k-a-s-u-r-u-$	^-h-o-[-ny-u-u-r-u-i-]-n-a-d-o-d-e-w-a-_-gy-a-[-k-u-]-n-i-#-h-a-[-j-i-m-e-]-n-o-#-k-o-[-o-b-a-i-]-w-a-#-h-i-[-k-a-k-u-t-e-]-k-i-#-y-u-[-r-u-y-a-k-a-]-d-e-_-sh-u-[-u-b-a-]-N-n-i-#-ky-u-[-u-k-o-]-o-k-a-s-u-r-u-$
BASIC5000_4214	10	12	]@3(ore]ra)→]@5(era]de) | ]@8(osa]re)→]@5(ita]os) | ]@1(ki]shi)→]@3(ishi]wa) | ]@6(ena]do)→]@3(ohe]en) | 平板→]@7(ara]re) | ]@2(tao]re)→]@6(eta]to) | 平板→]@3(oro]it) | ]@1(ka]bu)→]@3(abu]to) | 平板→]@5(ima]ka) | 平板→]@4(Nke]No) | ]@8(era]re)=同じ | ]@4(osa]re)=同じ	^-k-o-[-r-e-]-r-a-d-e-#-h-i-[-k-i-t-a-o-s-a-]-r-e-t-a-#-k-i-]-sh-i-w-a-#-h-o-[-h-e-e-n-a-]-d-o-n-i-#-m-u-[-r-a-g-a-r-a-r-e-_-t-a-[-o-]-r-e-t-a-t-o-k-o-r-o-o-_-y-o-[-r-o-i-t-o-#-k-a-]-b-u-t-o-n-o-#-s-u-[-k-i-m-a-k-a-r-a-#-t-a-[-N-k-e-N-o-#-s-a-[-sh-i-i-r-e-r-a-]-r-e-t-e-#-t-a-[-o-s-a-]-r-e-t-a-t-o-i-u-$	^-k-o-[-r-e-r-a-]-d-e-#-h-i-[-k-i-t-a-]-o-s-a-r-e-t-a-#-k-i-[-sh-i-]-w-a-#-h-o-[-h-e-]-e-n-a-d-o-n-i-#-m-u-[-r-a-g-a-r-a-]-r-e-_-t-a-[-o-r-e-t-a-]-t-o-k-o-r-o-o-_-y-o-[-r-o-]-i-t-o-#-k-a-[-b-u-]-t-o-n-o-#-s-u-[-k-i-m-a-]-k-a-r-a-#-t-a-[-N-k-e-]-N-o-#-s-a-[-sh-i-i-r-e-r-a-]-r-e-t-e-#-t-a-[-o-s-a-]-r-e-t-a-t-o-i-u-$
BASIC5000_4215	7	9	]@12(atsu]za)→]@14(uza]in) | ]@1(to]oy)→]@4(oyo]mo) | ]@11(eru]ga)→]@9(are]ru) | 平板→]@3(ore]wa) | ]@3(ochi]ni)=同じ | ]@3(obe]ru)=同じ | ]@8(ori]su)→]@10(isu]ku) | 平板→]@4(oka]sa) | ]@8(moa]ru)→]@7(imo]ar)	^-h-a-[-i-r-a-N-y-u-u-h-a-ts-u-]-z-a-i-n-o-#-t-o-]-o-y-o-m-o-#-k-e-[-N-t-o-o-s-a-r-e-r-u-]-g-a-_-k-o-[-r-e-w-a-_-n-o-[-ch-i-]-n-i-#-n-o-[-b-e-]-r-u-_-t-a-[-t-a-i-n-o-r-i-]-s-u-k-u-o-#-z-o-[-o-k-a-s-a-s-e-r-u-#-m-o-[-N-d-a-i-m-o-a-]-r-u-$	^-h-a-[-i-r-a-N-y-u-u-h-a-ts-u-z-a-]-i-n-o-#-t-o-[-o-y-o-]-m-o-#-k-e-[-N-t-o-o-s-a-r-e-]-r-u-g-a-_-k-o-[-r-e-]-w-a-_-n-o-[-ch-i-]-n-i-#-n-o-[-b-e-]-r-u-_-t-a-[-t-a-i-n-o-r-i-s-u-]-k-u-o-#-z-o-[-o-k-a-]-s-a-s-e-r-u-#-m-o-[-N-d-a-i-m-o-]-a-r-u-$
